ts,regime,A_sig,A_pnl,B_sig,B_pnl,C_sig,C_pnl,srcA,srcB,srcC,n,conf
1776585600,trend_down,S,0.7286,F,,S,0.7286,charon_only,cbr_only,blended,50,0.3805
1776589200,trend_down,S,0.4964,F,,S,0.4964,charon_only,cbr_only,blended,49,0.3799
1776592800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,44,0.3909
1776596400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,47,0.3543
1776600000,trend_down,F,,S,0.8718,F,,charon_only,cbr_only,blended,44,0.3915
1776603600,trend_down,L,-1.6711,S,1.4711,F,,charon_only,cbr_only,blended,36,0.2343
1776607200,trend_down,L,-1.3644,S,1.1644,F,,charon_only,cbr_only,blended,29,0.2092
1776610800,trend_down,F,,S,0.9803,F,,charon_only,cbr_only,blended,29,0.1655
1776614400,trend_down,F,,S,0.1522,F,,charon_only,cbr_only,blended,26,0.1835
1776618000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,23,0.1527
1776621600,trend_down,S,-0.7677,F,,S,-0.7677,charon_only,cbr_only,blended,39,0.2877
1776625200,trend_down,S,-0.1925,L,-0.0075,F,,charon_only,cbr_only,blended,40,0.267
1776628800,trend_down,S,-1.5562,F,,F,,charon_only,cbr_only,blended,42,0.2732
1776632400,trend_down,S,-1.3275,L,1.1275,F,,charon_only,cbr_only,blended,42,0.2847
1776636000,trend_down,S,-2.5995,F,,F,,charon_only,cbr_only,blended,46,0.2718
1776639600,trend_down,S,-3.6526,L,3.4526,F,,charon_only,cbr_only,blended,50,0.3155
1776643200,trend_down,F,,L,2.6153,F,,charon_only,cbr_only,blended,50,0.4431
1776646800,trend_down,F,,L,2.1536,F,,charon_only,cbr_only,blended,50,0.4188
1776650400,trend_down,F,,L,1.9759,F,,charon_only,cbr_only,blended,50,0.4112
1776654000,trend_down,F,,L,1.6957,F,,charon_only,cbr_only,blended,50,0.3956
1776657600,trend_down,F,,L,1.6076,F,,charon_only,cbr_only,blended,50,0.3627
1776661200,trend_down,F,,L,2.3619,F,,charon_only,cbr_only,blended,50,0.4111
1776664800,trend_down,F,,L,1.4257,F,,charon_only,cbr_only,blended,50,0.3479
1776668400,trend_down,L,0.8944,F,,L,0.8944,charon_only,cbr_only,blended,36,0.2056
1776672000,flat,F,,F,,F,,charon_only,cbr_only,blended,45,0.287
1776675600,flat,F,,F,,F,,charon_only,cbr_only,blended,48,0.4031
1776679200,flat,F,,L,0.9326,F,,charon_only,cbr_only,blended,50,0.4087
1776682800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4373
1776686400,flat,F,,L,0.9552,F,,charon_only,cbr_only,blended,50,0.4593
1776690000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4711
1776693600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4045
1776697200,flat,F,,S,-1.4599,F,,charon_only,cbr_only,blended,50,0.3763
1776700800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.376
1776704400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4354
1776708000,flat,L,-0.7853,L,-0.7853,L,-0.7853,charon_only,cbr_only,blended,50,0.3949
1776711600,trend_down,L,-0.9151,F,,L,-0.9151,charon_only,cbr_only,charon_only,0,0.0
1776715200,trend_up,L,-0.6788,F,,L,-0.6788,charon_only,cbr_only,charon_only,0,0.0
1776718800,trend_up,F,,S,0.1285,F,,charon_only,cbr_only,blended,10,0.0225
1776722400,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776726000,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776729600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5105
1776733200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5187
1776736800,flat,F,,L,-0.1415,F,,charon_only,cbr_only,blended,50,0.5371
1776740400,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6021
1776744000,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6211
1776747600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5799
1776751200,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6167
1776754800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5885
1776758400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5409
1776762000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5965
1776765600,trend_up,L,1.5268,F,,L,1.5268,charon_only,cbr_only,charon_only,0,0.0
1776769200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,22,0.1008
1776772800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,19,0.0948
1776776400,trend_up,F,,L,2.6812,F,,charon_only,cbr_only,blended,12,0.0361
1776780000,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776783600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5013
1776787200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5058
1776790800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5043
1776794400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5664
1776798000,flat,F,,S,-5.4614,F,,charon_only,cbr_only,blended,50,0.4871
1776801600,flat,F,,L,4.6219,F,,charon_only,cbr_only,blended,50,0.3755
1776805200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4914
1776808800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4649
1776812400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4551
1776816000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5414
1776819600,flat,F,,L,2.7031,L,2.7031,charon_only,cbr_only,blended,50,0.4964
1776823200,flat,L,1.3922,F,,L,1.3922,charon_only,cbr_only,blended,50,0.3049
1776826800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.431
1776830400,flat,F,,F,,F,,charon_only,cbr_only,blended,49,0.3585
1776834000,flat,L,0.4505,L,0.4505,L,0.4505,charon_only,cbr_only,blended,48,0.2772
1776837600,flat,F,,S,-0.5467,F,,charon_only,cbr_only,blended,37,0.2695
1776841200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,30,0.2121
1776844800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,34,0.2954
1776848400,trend_up,F,,L,-0.2049,F,,charon_only,cbr_only,blended,42,0.3305
1776852000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,43,0.3635
1776855600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4104
1776859200,trend_up,F,,L,-0.3396,F,,charon_only,cbr_only,blended,50,0.3877
1776862800,trend_up,L,-1.3463,F,,L,-1.3463,charon_only,cbr_only,blended,44,0.3661
1776866400,trend_up,L,-1.859,F,,L,-1.859,charon_only,cbr_only,blended,50,0.3894
1776870000,trend_up,L,-2.458,F,,L,-2.458,charon_only,cbr_only,blended,50,0.4455
1776873600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4131
1776877200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4948
1776880800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4852
1776884400,trend_up,F,,S,0.7445,F,,charon_only,cbr_only,blended,50,0.4504
1776888000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4503
1776891600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3901
1776895200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4203
1776898800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,46,0.313
1776902400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,27,0.1454
1776906000,trend_up,S,0.5027,F,,S,0.5027,charon_only,cbr_only,blended,18,0.0867
1776909600,trend_up,S,-0.0037,F,,S,-0.0037,charon_only,cbr_only,blended,29,0.2023
1776913200,trend_up,S,-0.7288,F,,F,,charon_only,cbr_only,blended,21,0.1164
1776916800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,22,0.1298
1776920400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,25,0.1621
1776924000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,17,0.0841
1776927600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,16,0.0786
1776931200,trend_up,F,,L,-0.2548,F,,charon_only,cbr_only,blended,22,0.1158
1776934800,trend_up,S,-0.1189,F,,S,-0.1189,charon_only,cbr_only,blended,18,0.0741
1776938400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,13,0.0396
1776942000,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776945600,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776949200,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776952800,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1776956400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.401
1776960000,flat,F,,S,-0.2748,F,,charon_only,cbr_only,blended,50,0.4178
1776963600,flat,F,,S,-0.7512,F,,charon_only,cbr_only,blended,50,0.2681
1776967200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3124
1776970800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3245
1776974400,flat,F,,L,0.0947,F,,charon_only,cbr_only,blended,50,0.447
1776978000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4187
1776981600,flat,F,,L,-0.8076,L,-0.8076,charon_only,cbr_only,blended,50,0.4567
1776985200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4523
1776988800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5403
1776992400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5231
1776996000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5354
1776999600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4354
1777003200,flat,F,,S,0.1998,F,,charon_only,cbr_only,blended,50,0.4424
1777006800,flat,F,,F,,F,,charon_only,cbr_only,blended,48,0.497
1777010400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5594
1777014000,flat,F,,S,-0.0526,S,-0.0526,charon_only,cbr_only,blended,50,0.4957
1777017600,flat,F,,S,0.0371,F,,charon_only,cbr_only,blended,50,0.3939
1777021200,flat,F,,S,-0.2178,F,,charon_only,cbr_only,blended,47,0.5055
1777024800,flat,F,,S,0.2113,F,,charon_only,cbr_only,blended,50,0.5633
1777028400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4649
1777032000,flat,F,,L,-1.0894,F,,charon_only,cbr_only,blended,50,0.5981
1777035600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5591
1777039200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5359
1777042800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5533
1777046400,flat,F,,S,0.0221,F,,charon_only,cbr_only,blended,50,0.568
1777050000,flat,F,,S,0.0604,S,0.0604,charon_only,cbr_only,blended,50,0.548
1777053600,flat,F,,S,-0.1946,S,-0.1946,charon_only,cbr_only,blended,50,0.544
1777057200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5377
1777060800,flat,F,,S,0.3993,F,,charon_only,cbr_only,cbr_only,50,0.6129
1777064400,flat,F,,S,0.0795,S,0.0795,charon_only,cbr_only,blended,50,0.5729
1777068000,flat,F,,S,0.0075,S,0.0075,charon_only,cbr_only,blended,50,0.5912
1777071600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5791
1777075200,flat,F,,S,0.0638,F,,charon_only,cbr_only,blended,50,0.5151
1777078800,flat,F,,S,-0.0194,F,,charon_only,cbr_only,cbr_only,50,0.6131
1777082400,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6161
1777086000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5968
1777089600,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6208
1777093200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.583
1777096800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.492
1777100400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4853
1777104000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5627
1777107600,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6545
1777111200,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6169
1777114800,flat,F,,L,0.3077,L,0.3077,charon_only,cbr_only,cbr_only,50,0.6106
1777118400,flat,F,,L,0.6032,L,0.6032,charon_only,cbr_only,cbr_only,50,0.6073
1777122000,flat,F,,L,0.3388,F,,charon_only,cbr_only,blended,50,0.5654
1777125600,flat,F,,L,0.342,L,0.342,charon_only,cbr_only,cbr_only,50,0.6017
1777129200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4651
1777132800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4689
1777136400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5288
1777140000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5365
1777143600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4843
1777147200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5783
1777150800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5845
1777154400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5305
1777158000,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6455
1777161600,flat,F,,S,-1.0274,F,,charon_only,cbr_only,blended,50,0.5866
1777165200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5719
1777168800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5191
1777172400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5951
1777176000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5032
1777179600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.481
1777183200,flat,F,,L,1.547,F,,charon_only,cbr_only,blended,50,0.5446
1777186800,flat,F,,L,1.2156,L,1.2156,charon_only,cbr_only,cbr_only,50,0.6064
1777190400,flat,F,,L,1.2749,F,,charon_only,cbr_only,blended,50,0.5621
1777194000,flat,F,,L,1.0849,F,,charon_only,cbr_only,blended,50,0.5679
1777197600,flat,F,,L,-0.3781,F,,charon_only,cbr_only,blended,50,0.5293
1777201200,flat,F,,L,-0.6138,L,-0.6138,charon_only,cbr_only,blended,50,0.5591
1777204800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4856
1777208400,flat,F,,L,-0.3224,L,-0.3224,charon_only,cbr_only,cbr_only,50,0.6101
1777212000,flat,F,,L,-0.3505,L,-0.3505,charon_only,cbr_only,blended,50,0.5732
1777215600,flat,F,,L,-0.355,F,,charon_only,cbr_only,blended,50,0.597
1777219200,flat,F,,L,-0.1965,L,-0.1965,charon_only,cbr_only,cbr_only,50,0.6124
1777222800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.593
1777226400,flat,F,,L,-0.7862,L,-0.7862,charon_only,cbr_only,blended,50,0.5784
1777230000,flat,F,,L,-0.6189,F,,charon_only,cbr_only,blended,50,0.4751
1777233600,flat,F,,L,-1.8919,L,-1.8919,charon_only,cbr_only,blended,50,0.4822
1777237200,flat,L,-2.3939,F,,L,-2.3939,charon_only,cbr_only,blended,48,0.246
1777240800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,21,0.0855
1777244400,trend_up,L,-2.4183,S,2.2183,F,,charon_only,cbr_only,blended,15,0.0481
1777248000,trend_up,L,-3.1646,F,,L,-3.1646,charon_only,cbr_only,blended,24,0.1111
1777251600,trend_up,L,-3.0303,S,2.8303,L,-3.0303,charon_only,cbr_only,blended,29,0.1636
1777255200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,47,0.3254
1777258800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,30,0.2399
1777262400,trend_up,F,,S,1.8676,F,,charon_only,cbr_only,blended,37,0.3042
1777266000,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1777269600,trend_up,S,0.6921,S,0.6921,S,0.6921,charon_only,cbr_only,blended,18,0.0666
1777273200,trend_up,S,0.8222,S,0.8222,S,0.8222,charon_only,cbr_only,blended,13,0.039
1777276800,trend_up,S,1.1713,S,1.1713,S,1.1713,charon_only,cbr_only,blended,11,0.024
1777280400,trend_up,F,,S,1.199,S,1.199,charon_only,cbr_only,blended,10,0.0223
1777284000,trend_up,F,,S,1.1383,S,1.1383,charon_only,cbr_only,blended,13,0.036
1777287600,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1777291200,trend_up,F,,S,0.9147,F,,charon_only,cbr_only,blended,12,0.0285
1777294800,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1777298400,flat,F,,F,,F,,charon_only,cbr_only,blended,48,0.3012
1777302000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,37,0.2005
1777305600,trend_down,S,0.4085,F,,F,,charon_only,cbr_only,blended,50,0.3904
1777309200,trend_down,S,0.3837,F,,F,,charon_only,cbr_only,blended,50,0.3764
1777312800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4924
1777316400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4012
1777320000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.477
1777323600,trend_down,F,,L,-0.9618,F,,charon_only,cbr_only,blended,50,0.4066
1777327200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3935
1777330800,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.2453
1777334400,flat,F,,F,,F,,charon_only,cbr_only,blended,35,0.2287
1777338000,flat,F,,S,0.7053,F,,charon_only,cbr_only,blended,50,0.3252
1777341600,flat,F,,S,0.5942,F,,charon_only,cbr_only,blended,37,0.2478
1777345200,flat,F,,S,0.646,F,,charon_only,cbr_only,blended,37,0.253
1777348800,flat,F,,S,0.6092,F,,charon_only,cbr_only,blended,36,0.2828
1777352400,flat,F,,F,,F,,charon_only,cbr_only,blended,47,0.3041
1777356000,flat,F,,S,0.0942,F,,charon_only,cbr_only,blended,42,0.3018
1777359600,flat,L,-0.5526,F,,F,,charon_only,cbr_only,blended,44,0.2486
1777363200,flat,L,0.0772,F,,F,,charon_only,cbr_only,blended,50,0.3074
1777366800,flat,F,,S,-0.977,S,-0.977,charon_only,cbr_only,blended,41,0.2999
1777370400,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.2639
1777374000,flat,F,,S,-1.1522,F,,charon_only,cbr_only,blended,41,0.3118
1777377600,flat,F,,S,-0.9925,S,-0.9925,charon_only,cbr_only,blended,33,0.2598
1777381200,flat,F,,S,-1.2241,F,,charon_only,cbr_only,blended,38,0.255
1777384800,trend_down,F,,L,2.1278,F,,charon_only,cbr_only,blended,46,0.2901
1777388400,trend_down,F,,L,1.9419,F,,charon_only,cbr_only,blended,50,0.3806
1777392000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4005
1777395600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4081
1777399200,trend_down,F,,L,0.6099,F,,charon_only,cbr_only,blended,50,0.4398
1777402800,trend_down,F,,L,0.2131,F,,charon_only,cbr_only,blended,50,0.4474
1777406400,trend_down,F,,L,-0.8058,F,,charon_only,cbr_only,blended,50,0.4386
1777410000,trend_down,F,,L,-0.825,F,,charon_only,cbr_only,blended,50,0.4249
1777413600,trend_down,F,,L,-0.1763,F,,charon_only,cbr_only,blended,42,0.3635
1777417200,trend_down,F,,L,-1.1857,F,,charon_only,cbr_only,blended,47,0.4047
1777420800,trend_down,F,,L,-1.3392,F,,charon_only,cbr_only,blended,50,0.3564
1777424400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,32,0.2503
1777428000,flat,F,,L,-0.8805,L,-0.8805,charon_only,cbr_only,blended,40,0.3072
1777431600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3236
1777435200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.384
1777438800,trend_down,L,-1.4451,F,,L,-1.4451,charon_only,cbr_only,blended,20,0.0785
1777442400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3216
1777446000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4038
1777449600,flat,F,,L,-1.5514,F,,charon_only,cbr_only,blended,50,0.4515
1777453200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3441
1777456800,flat,F,,F,,F,,charon_only,cbr_only,blended,39,0.2895
1777460400,flat,F,,S,2.2669,F,,charon_only,cbr_only,blended,46,0.2882
1777464000,flat,F,,F,,F,,charon_only,cbr_only,blended,49,0.2385
1777467600,flat,F,,L,-1.0446,F,,charon_only,cbr_only,blended,50,0.3495
1777471200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.326
1777474800,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.2559
1777478400,flat,F,,F,,F,,charon_only,cbr_only,blended,37,0.2146
1777482000,flat,F,,S,-0.2634,S,-0.2634,charon_only,cbr_only,blended,42,0.2033
1777485600,trend_down,F,,S,-1.3005,F,,charon_only,cbr_only,blended,34,0.1851
1777489200,trend_down,S,-1.0758,F,,F,,charon_only,cbr_only,blended,50,0.3085
1777492800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3807
1777496400,trend_down,F,,L,0.3308,F,,charon_only,cbr_only,blended,50,0.3335
1777500000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3081
1777503600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3938
1777507200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,39,0.2163
1777510800,trend_down,F,,S,-0.4406,F,,charon_only,cbr_only,blended,36,0.1872
1777514400,trend_down,S,-0.8094,F,,S,-0.8094,charon_only,cbr_only,blended,35,0.1998
1777518000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,28,0.1836
1777521600,trend_down,S,-1.2253,F,,S,-1.2253,charon_only,cbr_only,blended,35,0.2281
1777525200,trend_down,S,-1.2349,F,,F,,charon_only,cbr_only,blended,50,0.4765
1777528800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4228
1777532400,trend_down,F,,L,0.4657,F,,charon_only,cbr_only,blended,44,0.3472
1777536000,trend_down,F,,L,1.3106,F,,charon_only,cbr_only,blended,37,0.2867
1777539600,flat,F,,L,1.1422,F,,charon_only,cbr_only,blended,50,0.4064
1777543200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3852
1777546800,flat,F,,L,1.1281,L,1.1281,charon_only,cbr_only,blended,50,0.4222
1777550400,flat,L,0.9773,F,,F,,charon_only,cbr_only,blended,50,0.354
1777554000,flat,F,,L,1.1523,F,,charon_only,cbr_only,blended,50,0.4808
1777557600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4716
1777561200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5732
1777564800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.49
1777568400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5351
1777572000,flat,F,,L,3.0267,F,,charon_only,cbr_only,blended,50,0.5232
1777575600,flat,F,,L,2.4466,L,2.4466,charon_only,cbr_only,cbr_only,50,0.6321
1777579200,flat,F,,L,2.4538,L,2.4538,charon_only,cbr_only,cbr_only,50,0.612
1777582800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5483
1777586400,flat,F,,L,2.9377,F,,charon_only,cbr_only,blended,50,0.5483
1777590000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5574
1777593600,flat,F,,L,2.3876,L,2.3876,charon_only,cbr_only,blended,50,0.5786
1777597200,flat,F,,L,1.4571,L,1.4571,charon_only,cbr_only,blended,50,0.5572
1777600800,flat,F,,L,1.9987,F,,charon_only,cbr_only,blended,50,0.553
1777604400,flat,L,1.2254,F,,F,,charon_only,cbr_only,blended,50,0.3866
1777608000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3838
1777611600,flat,F,,L,1.4237,F,,charon_only,cbr_only,blended,50,0.4401
1777615200,flat,F,,S,-1.8684,F,,charon_only,cbr_only,blended,50,0.394
1777618800,flat,F,,L,1.4861,F,,charon_only,cbr_only,blended,50,0.5213
1777622400,flat,F,,F,,F,,charon_only,cbr_only,blended,47,0.4863
1777626000,trend_up,F,,L,1.0738,F,,charon_only,cbr_only,blended,19,0.1096
1777629600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,28,0.2023
1777633200,trend_up,F,,L,1.0151,F,,charon_only,cbr_only,blended,21,0.1198
1777636800,trend_up,L,0.3159,S,-0.5159,L,0.3159,charon_only,cbr_only,blended,36,0.2409
1777640400,trend_up,L,-0.6358,F,,L,-0.6358,charon_only,cbr_only,blended,29,0.1728
1777644000,trend_up,L,-0.1832,S,-0.0168,L,-0.1832,charon_only,cbr_only,blended,50,0.3246
1777647600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.459
1777651200,trend_up,F,,L,-0.1911,F,,charon_only,cbr_only,blended,50,0.5115
1777654800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4778
1777658400,trend_up,F,,L,-0.1725,F,,charon_only,cbr_only,blended,50,0.5708
1777662000,trend_up,F,,L,-0.0184,F,,charon_only,cbr_only,blended,50,0.5345
1777665600,trend_up,F,,L,0.68,F,,charon_only,cbr_only,blended,50,0.4657
1777669200,trend_up,F,,L,0.2261,F,,charon_only,cbr_only,blended,50,0.4933
1777672800,trend_up,F,,L,0.213,F,,charon_only,cbr_only,blended,50,0.4294
1777676400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4257
1777680000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4938
1777683600,trend_up,F,,L,0.023,F,,charon_only,cbr_only,blended,50,0.4335
1777687200,trend_up,F,,L,0.3669,F,,charon_only,cbr_only,blended,50,0.4174
1777690800,trend_up,F,,L,0.4523,F,,charon_only,cbr_only,blended,50,0.4098
1777694400,trend_up,F,,L,0.5541,F,,charon_only,cbr_only,blended,50,0.4122
1777698000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,29,0.2741
1777701600,trend_up,F,,L,-0.211,L,-0.211,charon_only,cbr_only,blended,34,0.3306
1777705200,trend_up,F,,L,-0.1616,L,-0.1616,charon_only,cbr_only,blended,27,0.3389
1777708800,trend_up,F,,L,-0.2434,L,-0.2434,charon_only,cbr_only,blended,23,0.2272
1777712400,trend_up,F,,L,-0.2665,L,-0.2665,charon_only,cbr_only,blended,26,0.2395
1777716000,trend_up,F,,L,-0.0998,L,-0.0998,charon_only,cbr_only,blended,22,0.1933
1777719600,trend_up,F,,L,0.0858,L,0.0858,charon_only,cbr_only,blended,21,0.1849
1777723200,trend_up,F,,L,0.0944,L,0.0944,charon_only,cbr_only,blended,17,0.1239
1777726800,trend_up,F,,L,-0.0735,L,-0.0735,charon_only,cbr_only,blended,17,0.1227
1777730400,trend_up,F,,L,0.0346,L,0.0346,charon_only,cbr_only,blended,17,0.1117
1777734000,trend_up,F,,L,-0.2015,L,-0.2015,charon_only,cbr_only,blended,17,0.1012
1777737600,trend_up,F,,L,0.1562,L,0.1562,charon_only,cbr_only,blended,20,0.1216
1777741200,trend_up,F,,L,0.3453,L,0.3453,charon_only,cbr_only,blended,18,0.128
1777744800,trend_up,F,,L,0.1592,L,0.1592,charon_only,cbr_only,blended,14,0.0665
1777748400,trend_up,F,,L,0.2249,L,0.2249,charon_only,cbr_only,blended,19,0.1123
1777752000,trend_up,F,,L,0.1766,L,0.1766,charon_only,cbr_only,blended,17,0.0931
1777755600,trend_up,F,,S,-0.0164,F,,charon_only,cbr_only,blended,15,0.047
1777759200,trend_up,L,-0.236,L,-0.236,L,-0.236,charon_only,cbr_only,blended,22,0.136
