ts,regime,A_sig,A_pnl,B_sig,B_pnl,C_sig,C_pnl,srcA,srcB,srcC,n,conf
1771956000,trend_down,F,,L,2.7146,F,,charon_only,cbr_only,blended,49,0.2571
1771959600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,32,0.1953
1771963200,trend_down,F,,L,4.4592,F,,charon_only,cbr_only,blended,32,0.1778
1771966800,trend_down,F,,L,6.5435,F,,charon_only,cbr_only,blended,32,0.1693
1771970400,trend_down,F,,L,7.001,F,,charon_only,cbr_only,blended,24,0.1282
1771974000,trend_down,F,,L,8.1268,F,,charon_only,cbr_only,blended,19,0.077
1771977600,trend_down,F,,L,7.3955,F,,charon_only,cbr_only,blended,22,0.0947
1771981200,trend_down,L,4.8349,F,,L,4.8349,charon_only,cbr_only,charon_only,0,0.0
1771984800,trend_down,L,4.5064,F,,L,4.5064,charon_only,cbr_only,charon_only,0,0.0
1771988400,trend_down,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1771992000,trend_down,F,,L,3.7652,F,,charon_only,cbr_only,blended,10,0.0204
1771995600,trend_down,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1771999200,trend_down,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1772002800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5038
1772006400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4665
1772010000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4182
1772013600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4352
1772017200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4782
1772020800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4592
1772024400,flat,L,2.4742,F,,F,,charon_only,cbr_only,blended,50,0.3532
1772028000,flat,L,2.3132,F,,L,2.3132,charon_only,cbr_only,blended,49,0.3366
1772031600,flat,L,1.2192,L,1.2192,L,1.2192,charon_only,cbr_only,blended,47,0.3335
1772035200,trend_up,L,-0.4602,F,,L,-0.4602,charon_only,cbr_only,blended,37,0.24
1772038800,trend_up,L,-0.8319,F,,L,-0.8319,charon_only,cbr_only,blended,49,0.3156
1772042400,trend_up,L,-2.1522,F,,L,-2.1522,charon_only,cbr_only,blended,50,0.3313
1772046000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4328
1772049600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3781
1772053200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3449
1772056800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3903
1772060400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3761
1772064000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3832
1772067600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3454
1772071200,trend_up,F,,S,1.0629,F,,charon_only,cbr_only,blended,47,0.2612
1772074800,trend_up,F,,S,0.8449,F,,charon_only,cbr_only,blended,48,0.2569
1772078400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3122
1772082000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,43,0.2575
1772085600,trend_up,F,,S,1.1093,F,,charon_only,cbr_only,blended,50,0.3259
1772089200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.2799
1772092800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,42,0.2471
1772096400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,40,0.212
1772100000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3104
1772103600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,49,0.2752
1772107200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,42,0.2458
1772110800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,43,0.2508
1772114400,trend_up,S,0.4052,F,,S,0.4052,charon_only,cbr_only,blended,33,0.1504
1772118000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.2697
1772121600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.2819
1772125200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3111
1772128800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3253
1772132400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.327
1772136000,flat,F,,S,1.8561,F,,charon_only,cbr_only,blended,50,0.5348
1772139600,flat,F,,S,2.8474,F,,charon_only,cbr_only,blended,50,0.5299
1772143200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5931
1772146800,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6169
1772150400,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6253
1772154000,flat,F,,S,2.5095,S,2.5095,charon_only,cbr_only,cbr_only,50,0.6005
1772157600,flat,F,,S,2.4852,F,,charon_only,cbr_only,blended,50,0.5829
1772161200,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6119
1772164800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5621
1772168400,flat,F,,S,2.5327,F,,charon_only,cbr_only,blended,50,0.5924
1772172000,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6458
1772175600,flat,F,,S,2.455,F,,charon_only,cbr_only,cbr_only,50,0.6037
1772179200,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6126
1772182800,flat,F,,S,2.4128,S,2.4128,charon_only,cbr_only,blended,50,0.4863
1772186400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4824
1772190000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4647
1772193600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4021
1772197200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4045
1772200800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4486
1772204400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.462
1772208000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3371
1772211600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3637
1772215200,flat,F,,F,,F,,charon_only,cbr_only,blended,49,0.2736
1772218800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.265
1772222400,flat,F,,S,1.0487,F,,charon_only,cbr_only,blended,42,0.2671
1772226000,flat,F,,S,0.5612,F,,charon_only,cbr_only,blended,40,0.2142
1772229600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.2244
1772233200,flat,F,,S,-0.1603,S,-0.1603,charon_only,cbr_only,blended,50,0.3586
1772236800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3107
1772240400,flat,F,,S,-1.9082,F,,charon_only,cbr_only,blended,50,0.3385
1772244000,flat,F,,S,-1.2554,F,,charon_only,cbr_only,blended,50,0.354
1772247600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4533
1772251200,flat,F,,F,,F,,charon_only,cbr_only,blended,45,0.3667
1772254800,flat,F,,S,-1.9299,F,,charon_only,cbr_only,blended,44,0.3936
1772258400,flat,F,,S,-6.6226,S,-6.6226,charon_only,cbr_only,blended,41,0.1409
1772262000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.275
1772265600,flat,S,-6.4474,L,6.2474,F,,charon_only,cbr_only,blended,23,0.1077
1772269200,flat,F,,L,5.6933,F,,charon_only,cbr_only,blended,26,0.131
1772272800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4006
1772276400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3824
1772280000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3911
1772283600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.2687
1772287200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3301
1772290800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3256
1772294400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3108
1772298000,trend_down,L,1.2047,F,,F,,charon_only,cbr_only,blended,49,0.3052
1772301600,trend_down,L,1.452,F,,L,1.452,charon_only,cbr_only,blended,36,0.2291
1772305200,trend_down,L,0.632,F,,L,0.632,charon_only,cbr_only,blended,31,0.1867
1772308800,trend_down,L,-0.275,F,,L,-0.275,charon_only,cbr_only,blended,26,0.1438
1772312400,trend_down,L,-0.9809,F,,L,-0.9809,charon_only,cbr_only,blended,26,0.1313
1772316000,trend_down,L,-1.7751,F,,F,,charon_only,cbr_only,blended,16,0.056
1772319600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,21,0.0881
1772323200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,14,0.0379
1772326800,trend_down,F,,L,-3.1285,F,,charon_only,cbr_only,blended,14,0.0364
1772330400,trend_up,L,-2.9903,F,,L,-2.9903,charon_only,cbr_only,blended,50,0.3246
1772334000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3419
1772337600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3619
1772341200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.327
1772344800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,49,0.3269
1772348400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3494
1772352000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.2914
1772355600,trend_up,F,,S,-0.7807,F,,charon_only,cbr_only,blended,50,0.2899
1772359200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,45,0.2803
1772362800,trend_up,F,,L,-0.4959,F,,charon_only,cbr_only,blended,29,0.2052
1772366400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,20,0.1095
1772370000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,22,0.0991
1772373600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,28,0.1687
1772377200,trend_up,F,,L,-0.887,F,,charon_only,cbr_only,blended,22,0.0972
1772380800,trend_up,S,-0.439,L,0.239,F,,charon_only,cbr_only,blended,34,0.2012
1772384400,trend_up,S,-0.0755,L,-0.1245,F,,charon_only,cbr_only,blended,25,0.1352
1772388000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4493
1772391600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4925
1772395200,flat,F,,S,-5.9655,F,,charon_only,cbr_only,blended,50,0.4828
1772398800,flat,F,,S,-5.8296,F,,charon_only,cbr_only,blended,50,0.5093
1772402400,flat,F,,L,5.9202,F,,charon_only,cbr_only,blended,50,0.3657
1772406000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4518
1772409600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4965
1772413200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4864
1772416800,flat,F,,L,4.6333,F,,charon_only,cbr_only,blended,50,0.5159
1772420400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4963
1772424000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5374
1772427600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5953
1772431200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.588
1772434800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5381
1772438400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.556
1772442000,flat,F,,L,2.8539,F,,charon_only,cbr_only,blended,50,0.4972
1772445600,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6093
1772449200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5997
1772452800,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6141
1772456400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5667
1772460000,flat,L,-0.8876,F,,F,,charon_only,cbr_only,blended,50,0.3038
1772463600,flat,L,-3.3835,L,-3.3835,L,-3.3835,charon_only,cbr_only,blended,44,0.1773
1772467200,flat,L,-3.5597,L,-3.5597,L,-3.5597,charon_only,cbr_only,blended,35,0.1676
1772470800,flat,F,,F,,F,,charon_only,cbr_only,blended,33,0.1823
1772474400,flat,F,,S,2.7258,F,,charon_only,cbr_only,blended,26,0.1576
1772478000,flat,F,,S,3.3764,S,3.3764,charon_only,cbr_only,blended,30,0.1813
1772481600,flat,F,,S,1.898,S,1.898,charon_only,cbr_only,blended,22,0.1067
1772485200,flat,F,,S,1.6834,S,1.6834,charon_only,cbr_only,blended,17,0.0697
1772488800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3518
1772492400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.377
1772496000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.417
1772499600,trend_up,F,,S,0.6185,F,,charon_only,cbr_only,blended,50,0.3602
1772503200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3625
1772506800,trend_up,F,,S,-0.0258,F,,charon_only,cbr_only,blended,50,0.3361
1772510400,flat,F,,F,,F,,charon_only,cbr_only,blended,42,0.1902
1772514000,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.201
1772517600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.2558
1772521200,flat,F,,L,0.1208,F,,charon_only,cbr_only,blended,50,0.2733
1772524800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3083
1772528400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.318
1772532000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4186
1772535600,flat,F,,S,-2.3102,F,,charon_only,cbr_only,blended,50,0.4603
1772539200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4147
1772542800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4155
1772546400,flat,F,,L,7.3386,F,,charon_only,cbr_only,blended,50,0.3815
1772550000,flat,F,,L,5.2497,F,,charon_only,cbr_only,blended,50,0.2715
1772553600,flat,F,,L,4.2058,F,,charon_only,cbr_only,blended,50,0.345
1772557200,flat,F,,L,4.322,L,4.322,charon_only,cbr_only,blended,50,0.4132
1772560800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4695
1772564400,flat,F,,L,4.5556,L,4.5556,charon_only,cbr_only,blended,50,0.4681
1772568000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4891
1772571600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4517
1772575200,flat,F,,L,7.0593,F,,charon_only,cbr_only,blended,50,0.5719
1772578800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4702
1772582400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5124
1772586000,flat,F,,L,6.6461,F,,charon_only,cbr_only,blended,50,0.5346
1772589600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5671
1772593200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5212
1772596800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5678
1772600400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5519
1772604000,flat,F,,L,5.7835,F,,charon_only,cbr_only,blended,50,0.5675
1772607600,flat,L,4.2358,F,,F,,charon_only,cbr_only,blended,50,0.4322
1772611200,flat,L,1.9933,L,1.9933,L,1.9933,charon_only,cbr_only,blended,43,0.2459
1772614800,flat,L,1.7106,L,1.7106,L,1.7106,charon_only,cbr_only,blended,31,0.1961
1772618400,flat,F,,S,-1.5902,F,,charon_only,cbr_only,blended,24,0.1317
1772622000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3727
1772625600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3405
1772629200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3715
1772632800,trend_up,L,1.2551,F,,L,1.2551,charon_only,cbr_only,blended,50,0.3267
1772636400,trend_up,L,-0.1108,F,,L,-0.1108,charon_only,cbr_only,blended,48,0.2453
1772640000,trend_up,L,-0.6172,F,,L,-0.6172,charon_only,cbr_only,blended,48,0.3178
1772643600,trend_up,F,,L,-0.5482,F,,charon_only,cbr_only,blended,50,0.4095
1772647200,trend_up,F,,L,-1.7633,F,,charon_only,cbr_only,blended,50,0.4154
1772650800,trend_up,F,,L,-1.4609,F,,charon_only,cbr_only,blended,50,0.3722
1772654400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4102
1772658000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4439
1772661600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3994
1772665200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.4197
1772668800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3861
1772672400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3785
1772676000,flat,F,,L,-1.9816,F,,charon_only,cbr_only,blended,18,0.0708
1772679600,trend_up,F,,L,-1.8785,F,,charon_only,cbr_only,blended,50,0.3694
1772683200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.353
1772686800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.3921
1772690400,trend_up,F,,S,1.6868,F,,charon_only,cbr_only,blended,50,0.335
1772694000,trend_up,F,,S,1.0145,F,,charon_only,cbr_only,blended,50,0.3365
1772697600,trend_up,F,,S,1.6327,F,,charon_only,cbr_only,blended,50,0.3514
1772701200,trend_up,F,,S,2.6248,F,,charon_only,cbr_only,blended,50,0.3624
1772704800,trend_up,F,,S,3.9234,F,,charon_only,cbr_only,blended,50,0.2609
1772708400,trend_up,F,,S,3.0798,F,,charon_only,cbr_only,blended,50,0.3677
1772712000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,34,0.2715
1772715600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,48,0.3595
1772719200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,32,0.2538
1772722800,trend_up,F,,L,-1.6698,F,,charon_only,cbr_only,blended,33,0.1919
1772726400,trend_up,S,1.4328,F,,F,,charon_only,cbr_only,blended,33,0.2069
1772730000,trend_up,S,1.0278,L,-1.2278,F,,charon_only,cbr_only,blended,25,0.1364
1772733600,trend_up,S,2.4111,F,,F,,charon_only,cbr_only,blended,21,0.0893
1772737200,trend_up,F,,F,,F,,charon_only,cbr_only,blended,20,0.0938
1772740800,flat,F,,S,3.7348,F,,charon_only,cbr_only,blended,50,0.4549
1772744400,flat,F,,S,3.6888,F,,charon_only,cbr_only,blended,50,0.411
1772748000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4143
1772751600,flat,F,,S,3.7221,F,,charon_only,cbr_only,blended,50,0.4726
1772755200,flat,F,,S,3.9238,F,,charon_only,cbr_only,blended,50,0.4727
1772758800,flat,F,,S,4.3152,F,,charon_only,cbr_only,blended,50,0.4211
1772762400,flat,F,,S,4.0589,F,,charon_only,cbr_only,blended,50,0.4499
1772766000,flat,F,,S,3.7836,F,,charon_only,cbr_only,blended,50,0.4927
1772769600,flat,F,,S,3.4398,F,,charon_only,cbr_only,blended,50,0.4032
1772773200,flat,F,,S,2.9464,S,2.9464,charon_only,cbr_only,blended,50,0.3492
1772776800,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.2135
1772780400,flat,F,,S,3.7088,F,,charon_only,cbr_only,blended,45,0.3114
1772784000,flat,F,,S,3.7056,F,,charon_only,cbr_only,blended,40,0.3237
1772787600,flat,F,,F,,F,,charon_only,cbr_only,blended,39,0.2879
1772791200,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.2821
1772794800,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.2896
1772798400,trend_down,S,2.853,S,2.853,S,2.853,charon_only,cbr_only,blended,41,0.2269
1772802000,trend_down,S,1.9411,F,,S,1.9411,charon_only,cbr_only,blended,26,0.1895
1772805600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,37,0.2247
1772809200,trend_down,S,0.8115,F,,S,0.8115,charon_only,cbr_only,blended,48,0.3032
1772812800,trend_down,S,0.5377,F,,S,0.5377,charon_only,cbr_only,blended,50,0.3853
1772816400,trend_down,S,-0.1551,F,,F,,charon_only,cbr_only,blended,50,0.4114
1772820000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4585
1772823600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4407
1772827200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4613
1772830800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4956
1772834400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4598
1772838000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4749
1772841600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.5306
1772845200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.5097
1772848800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.477
1772852400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4357
1772856000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.5054
1772859600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4864
1772863200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4382
1772866800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.368
1772870400,trend_down,F,,S,1.0729,F,,charon_only,cbr_only,blended,50,0.3267
1772874000,trend_down,F,,S,1.9039,F,,charon_only,cbr_only,blended,50,0.3304
1772877600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3236
1772881200,trend_down,F,,S,1.1476,F,,charon_only,cbr_only,blended,50,0.3015
1772884800,trend_down,F,,L,-1.0893,F,,charon_only,cbr_only,blended,50,0.3706
1772888400,trend_down,F,,L,-0.6767,F,,charon_only,cbr_only,blended,50,0.4217
1772892000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3029
1772895600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3695
1772899200,trend_down,F,,L,-0.4963,F,,charon_only,cbr_only,blended,50,0.4267
1772902800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.283
1772906400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3728
1772910000,trend_down,F,,S,-0.4867,F,,charon_only,cbr_only,blended,50,0.3213
1772913600,trend_down,F,,L,-0.3741,F,,charon_only,cbr_only,blended,50,0.3641
1772917200,trend_down,F,,L,-0.9611,F,,charon_only,cbr_only,blended,50,0.4359
1772920800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.485
1772924400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4028
1772928000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3522
1772931600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4929
1772935200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3746
1772938800,trend_down,F,,L,-1.2395,F,,charon_only,cbr_only,blended,50,0.3569
1772942400,trend_down,S,0.8997,S,0.8997,S,0.8997,charon_only,cbr_only,blended,50,0.3683
1772946000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3428
1772949600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4277
1772953200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4337
1772956800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4282
1772960400,trend_down,F,,S,0.7139,F,,charon_only,cbr_only,blended,50,0.3472
1772964000,trend_down,L,-0.0897,S,-0.1103,F,,charon_only,cbr_only,blended,44,0.2917
1772967600,trend_down,F,,S,0.2671,F,,charon_only,cbr_only,blended,39,0.2142
1772971200,trend_down,F,,S,-0.4422,F,,charon_only,cbr_only,blended,49,0.2741
1772974800,trend_down,F,,S,-0.9624,F,,charon_only,cbr_only,blended,40,0.2373
1772978400,trend_down,F,,S,-1.0523,F,,charon_only,cbr_only,blended,49,0.3343
1772982000,trend_down,F,,S,-0.6801,F,,charon_only,cbr_only,blended,37,0.2878
1772985600,trend_down,F,,S,-1.4351,S,-1.4351,charon_only,cbr_only,blended,35,0.2571
1772989200,trend_down,F,,S,-1.7207,S,-1.7207,charon_only,cbr_only,blended,29,0.2327
1772992800,trend_down,S,-3.3513,S,-3.3513,S,-3.3513,charon_only,cbr_only,blended,21,0.1168
1772996400,trend_down,F,,S,-2.794,F,,charon_only,cbr_only,blended,22,0.1439
1773000000,trend_down,F,,S,-2.5166,F,,charon_only,cbr_only,blended,15,0.0679
1773003600,trend_down,F,,S,-2.9948,F,,charon_only,cbr_only,blended,30,0.2616
1773007200,trend_down,F,,S,-3.6689,F,,charon_only,cbr_only,blended,27,0.1411
1773010800,trend_down,S,-3.7155,F,,F,,charon_only,cbr_only,blended,42,0.3096
1773014400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,41,0.2878
1773018000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,37,0.2444
1773021600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.3698
1773025200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,32,0.2149
1773028800,trend_down,F,,L,1.8395,F,,charon_only,cbr_only,blended,31,0.18
1773032400,trend_down,L,1.7351,F,,L,1.7351,charon_only,cbr_only,blended,22,0.1019
1773036000,trend_down,L,2.8626,F,,L,2.8626,charon_only,cbr_only,blended,16,0.0645
1773039600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,25,0.1501
1773043200,trend_down,L,2.2817,F,,L,2.2817,charon_only,cbr_only,blended,22,0.1112
1773046800,trend_down,L,2.9772,S,-3.1772,F,,charon_only,cbr_only,blended,13,0.0377
1773050400,trend_down,F,,L,3.3955,F,,charon_only,cbr_only,blended,16,0.0477
1773054000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4136
1773057600,flat,F,,S,-3.4074,F,,charon_only,cbr_only,blended,50,0.3316
1773061200,trend_down,L,2.413,F,,L,2.413,charon_only,cbr_only,charon_only,0,0.0
1773064800,trend_down,L,2.6872,F,,L,2.6872,charon_only,cbr_only,charon_only,0,0.0
1773068400,trend_up,L,2.6741,L,2.6741,L,2.6741,charon_only,cbr_only,blended,50,0.2727
1773072000,trend_up,F,,L,2.2504,L,2.2504,charon_only,cbr_only,blended,44,0.2768
1773075600,trend_up,F,,L,2.6976,F,,charon_only,cbr_only,blended,50,0.3037
1773079200,trend_up,F,,L,2.1891,F,,charon_only,cbr_only,blended,50,0.3268
1773082800,trend_up,F,,L,3.4887,F,,charon_only,cbr_only,blended,44,0.2804
1773086400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.288
1773090000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,49,0.3043
1773093600,trend_up,F,,L,3.153,F,,charon_only,cbr_only,blended,50,0.3272
1773097200,trend_up,F,,L,2.2114,F,,charon_only,cbr_only,blended,40,0.2889
1773100800,trend_up,L,1.1815,F,,L,1.1815,charon_only,cbr_only,blended,39,0.2684
1773104400,trend_up,L,1.3086,F,,F,,charon_only,cbr_only,blended,35,0.2606
1773108000,trend_up,L,-0.8243,F,,L,-0.8243,charon_only,cbr_only,blended,33,0.2444
1773111600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,50,0.293
1773115200,trend_up,L,-0.2774,F,,L,-0.2774,charon_only,cbr_only,blended,50,0.3297
1773118800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,42,0.2684
1773122400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,47,0.2945
1773126000,trend_up,L,-0.9455,F,,F,,charon_only,cbr_only,blended,50,0.2926
1773129600,trend_up,L,-1.7369,F,,F,,charon_only,cbr_only,blended,50,0.3435
1773133200,trend_up,L,-1.4336,F,,L,-1.4336,charon_only,cbr_only,blended,50,0.4414
1773136800,trend_up,F,,L,-1.8855,F,,charon_only,cbr_only,blended,50,0.4299
1773140400,trend_up,F,,L,-0.9939,F,,charon_only,cbr_only,blended,50,0.5011
